Sharpe,MaxDrawdown,TotalReturn,TradeCount,WinRate,ProfitFactor,AvgDuration
0.7770017853418196,-0.20409757131566653,0.5663473719670666,258.47058823529414,0.03900571331813296,1.443038551131734,4.748593277263062
