TickerA,TickerB,Beta,Spread_Mean,Spread_STD,PValue
GOOGL,GOOG,0.9858840279296122,0.9461496015561675,0.426514713862329,0.0134259058402434
NVR,PHM,48.64258517470419,2431.941354958693,289.6189205422206,0.0226228352827504
CMS,LNT,1.1221847419948676,1.0654045564515076,1.850754589609826,0.0396359129682225
FOXA,FOX,1.0546911206306837,0.7994680559466701,0.3761563249384563,0.0437178654868925
