Date,Spread,ZScore
2021-11-29,-1.4543171020907266,-1.2029233994652948
2021-11-30,-1.432406691719052,-1.152482241743157
2021-12-01,-1.4086216629351895,-1.0977254221327213
2021-12-02,-1.1925277542208619,-0.6002437799657592
2021-12-03,-1.4691896250314755,-1.2371622504340682
2021-12-06,-1.3633920583808958,-0.9935998681913645
2021-12-07,-1.2960184317766448,-0.8384953462673541
2021-12-08,-1.540739216617908,-1.401880490437072
2021-12-09,-1.5992599817752762,-1.536604354356076
2021-12-10,-1.3992889565314215,-1.076240086728166
2021-12-13,-1.1653636424354943,-0.5377077880010046
2021-12-14,-0.9538972031463118,-0.05087929706072484
2021-12-15,-1.124667126116634,-0.4440181051717413
2021-12-16,-1.6282684372943947,-1.603386311211029
2021-12-17,-0.9089602999169983,0.05257241310279485
2021-12-20,-1.1894704143811907,-0.5932053101951337
2021-12-21,-1.2618124541041311,-0.7597478885269117
2021-12-22,-1.5159497020575259,-1.3448111890144032
2021-12-23,-1.829533795148194,-2.0667303329474023
2021-12-24,-1.829533795148194,-2.0667303329474023
2021-12-27,-1.9115366897101467,-2.25551369519874
2021-12-28,-2.2890979735972223,-3.124718239853984
2021-12-29,-2.2005908607239633,-2.9209611598066543
2021-12-30,-2.2415174982167514,-3.015180617214869
2021-12-31,-2.197271208383171,-2.913318806036729
2022-01-03,-1.9449249592917681,-2.3323786622836593
2022-01-04,-2.0023558741151817,-2.464593521959657
2022-01-05,-2.047550130566833,-2.5686376990947233
2022-01-06,-2.121825760492783,-2.7396317015096425
2022-01-07,-1.9284727332820069,-2.2945030902171735
2022-01-10,-2.034188680446931,-2.537877571764304
2022-01-11,-1.6738746790341281,-1.708378942279309
2022-01-12,-1.7612740700736822,-1.9095858751236265
2022-01-13,-1.396556981128839,-1.0699506562776613
2022-01-14,-1.645922210019961,-1.6440280298888434
2022-01-17,-1.645922210019961,-1.6440280298888434
2022-01-18,-1.6106503239313952,-1.5628266859080524
2022-01-19,-1.356509434063497,-0.9777550011693874
2022-01-20,-1.6661090133495406,-1.6905011772822613
2022-01-21,-2.081093809978654,-2.6458604436755304
2022-01-24,-2.259118094899378,-3.0556999164069936
2022-01-25,-1.9735970686152058,-2.398386298109577
2022-01-26,-1.8001903995679243,-1.9991772922028554
2022-01-27,-1.6885480579211958,-1.7421593327970564
2022-01-28,-1.9259660001475254,-2.288732202348859
2022-01-31,-1.4989336984942554,-1.3056377137131374
2022-02-01,-1.691418512981926,-1.7487675648655794
2022-02-02,-2.033286038836792,-2.5357995509946676
2022-02-03,-2.4383773678620173,-3.4683825228612157
2022-02-04,-2.279481978508926,-3.102580730027554
2022-02-07,-2.2083468686234085,-2.9388166910866995
2022-02-08,-2.1344488995927406,-2.768692122537293
2022-02-09,-2.1183217480715655,-2.7315649222845737
2022-02-10,-1.9558572775861194,-2.357546551976263
2022-02-11,-2.029563339258118,-2.527229320067237
2022-02-14,-2.1201118662299905,-2.735686051502998
2022-02-15,-2.0924351202130254,-2.67196989615056
2022-02-16,-2.1754181816992,-2.8630097544501245
2022-02-17,-2.082787791934919,-2.649760252468929
2022-02-18,-1.7593522491815747,-1.9051615458167774
2022-02-21,-1.7593522491815747,-1.9051615458167774
2022-02-22,-2.224380046533696,-2.9757275495344007
2022-02-23,-1.7871549111604565,-1.9691675792128962
2022-02-24,-1.8729603967082369,-2.1667050947829174
2022-02-25,-1.820559534634981,-2.0460701954918417
2022-02-28,-2.053825372533737,-2.58308427788662
2022-03-01,-1.768696345824253,-1.9266731033151967
2022-03-02,-1.7026848383210904,-1.7747043904996802
2022-03-03,-1.465841004256987,-1.2294532068437223
2022-03-04,-1.6300677506621355,-1.6075286092252685
2022-03-07,-1.6816719304601548,-1.7263294225445183
2022-03-08,-1.6042249244895572,-1.5480344213554686
2022-03-09,-1.4218068731831295,-1.1280798179853744
2022-03-10,-1.6005700164523944,-1.5396202570547957
2022-03-11,-1.2139490021923507,-0.6495588100909715
2022-03-14,-0.9749988850687572,-0.09945863665303527
2022-03-15,-1.3463609811213928,-0.9543916909070586
2022-03-16,-1.4556930392667198,-1.206091019922087
2022-03-17,-1.1136894427369555,-0.418745778027476
2022-03-18,-1.2307402582777343,-0.688214881893743
2022-03-21,-1.5279958329322483,-1.3725432477520574
2022-03-22,-1.548330823205248,-1.419357544437461
2022-03-23,-1.7066858247722507,-1.7839152809030847
2022-03-24,-2.2385094332059055,-3.0082555857309
2022-03-25,-2.131909362931566,-2.7628457158705757
2022-03-28,-1.485929267580019,-1.275699499882161
2022-03-29,-1.2517721829107984,-0.7366336294032826
2022-03-30,-1.2821944420153102,-0.8066703810534595
2022-03-31,-1.3654553407086212,-0.9983498636297266
2022-04-01,-1.412935013143823,-1.107655422278486
2022-04-04,-1.3314752044990428,-0.9201223279107741
2022-04-05,-1.4962171367757264,-1.2993837679502873
2022-04-06,-1.284427235450778,-0.8118106173123377
2022-04-07,-1.3264759415461072,-0.9086132504071657
2022-04-08,-1.1442829336067177,-0.4891767317182136
2022-04-11,-0.8330509800967434,0.22732742264765077
2022-04-12,-1.129063141186208,-0.4541384126288729
2022-04-13,-1.4262535908881375,-1.1383168507610866
2022-04-14,-1.251658744380066,-0.7363724763384437
2022-04-15,-1.251658744380066,-0.7363724763384437
2022-04-18,-1.5022559751574818,-1.3132861090797083
2022-04-19,-1.2984877921731481,-0.8441801963053001
2022-04-20,-1.5859607804443385,-1.5059875333777006
2022-04-21,-1.622966119443518,-1.5911795544012732
2022-04-22,-1.6943738310208118,-1.7555711646516994
2022-04-25,-1.5458848433687393,-1.413726520069337
2022-04-26,-0.8072277614036665,0.28677647106322385
2022-04-27,-0.8756913813518281,0.12916261566514248
2022-04-28,-0.772594567665621,0.36650744634520815
2022-04-29,-0.7427251155203578,0.43527155076749896
2022-05-02,-1.0589937309912187,-0.29282777940988797
2022-05-03,-0.8490238655432591,0.1905553667884447
2022-05-04,-1.3971663521914337,-1.071353522830968
2022-05-05,-1.3893351749724445,-1.0533249401366103
2022-05-06,-1.7046690444440742,-1.7792723402689845
2022-05-09,-1.0030316537447845,-0.1639944113003102
2022-05-10,-1.4110672459122071,-1.1033555328688394
2022-05-11,-1.2317906645509993,-0.6906330798007334
2022-05-12,-1.262494287778864,-0.761317575234922
2022-05-13,-1.1600291901710449,-0.5254270527948687
2022-05-16,-1.2545116247280248,-0.7429402486965467
2022-05-17,-1.401307397469722,-1.080886850343934
2022-05-18,-1.0656434757821387,-0.3081365216981833
2022-05-19,-1.1837961326082649,-0.5801422348344814
2022-05-20,-1.1198703698541408,-0.43297522942972083
2022-05-23,-1.381381352893115,-1.0350140099809637
2022-05-24,-1.5256779450067626,-1.3672071107994237
2022-05-25,-1.4452228611140754,-1.1819870484027228
2022-05-26,-1.0062379199162166,-0.1713757325493836
2022-05-27,-1.0903911348868718,-0.3651094653802118
2022-05-30,-1.0903911348868718,-0.3651094653802118
2022-05-31,-1.3151362643597508,-0.882507557461561
2022-06-01,-1.3488050642284577,-0.9600183487102758
2022-06-02,-1.521894234125611,-1.3584964224054779
2022-06-03,-1.578833567290019,-1.4895795849761
2022-06-06,-1.4444893127095497,-1.1802983063781858
2022-06-07,-1.5585863645840874,-1.4429673888648715
