Date,PriceA,PriceB,BetaDyn,SpreadDyn,ZScoreDyn,RollingMean,RollingStd,ZScore,Signal
2021-11-24,51.28861618041992,14.718554496765137,2.0617919869627865,20.942018459314475,,,,,0
2021-11-26,48.5942497253418,13.935742378234863,2.0617919869627865,19.861647757519428,,,,,0
2021-11-29,48.317169189453125,13.944344520568848,2.0617919869627865,19.56683139349584,,,,,0
2021-11-30,47.50503921508789,13.650415420532228,2.0617919869627865,19.360722082321285,,,,,0
2021-12-01,46.41581344604492,13.53803253173828,2.0617919869627865,18.50320645286541,,,,,0
2021-12-02,48.24072647094727,14.074021339416504,2.0617919869627865,19.223022048995063,,,,,0
2021-12-03,47.67701721191406,13.883831977844238,2.0617919869627865,19.05144369165712,,,,,0
2021-12-06,48.5942497253418,14.255563735961914,2.0617919869627865,19.20224264489824,,,,,0
2021-12-07,47.91587066650391,14.11724090576172,2.0617919869627865,18.809056488981128,,,,,0
2021-12-08,47.4668083190918,14.030795097351074,2.0617919869627865,18.5382274166566,,,,,0
2021-12-09,47.256614685058594,13.91840934753418,2.0617919869627865,18.55974982104468,,,,,0
2021-12-10,47.56235504150391,14.134533882141112,2.0617919869627865,18.419886343851363,,,,,0
2021-12-13,46.66423034667969,13.892476081848145,2.0617919869627865,18.02083448205301,,,,,0
2021-12-14,46.54002380371094,14.108598709106444,2.0617919869627865,17.45102803800176,,,,,0
2021-12-15,45.54635620117188,14.134533882141112,2.0617919869627865,16.403887503519332,,,,,0
2021-12-16,45.69923782348633,14.177760124206545,2.0617919869627865,16.467645606316754,,,,,0
2021-12-17,45.38393020629883,13.883831977844238,2.0617919869627865,16.758356686041882,,,,,0
2021-12-20,46.30116271972656,13.935701370239258,2.0617919869627865,17.568645301860936,,,,,0
2021-12-21,47.43815612792969,14.24691677093506,2.0617919869627865,18.063977290690044,,,,,0
2021-12-22,48.04964065551758,14.445752143859863,2.0617919869627865,18.265504639656815,,18.45189670748706,1.1488471137598049,-0.16224270888425116,0
2021-12-23,48.21206283569336,14.644586563110352,2.0617919869627865,18.017971607489542,,18.305694364895814,0.9904073133123956,-0.29050952425218773,0
2021-12-27,48.83311462402344,14.808843612670898,2.0617919869627865,18.30035952723353,,18.227629953381516,0.920365566173668,0.07902248467897573,0
2021-12-28,49.13885116577149,14.895292282104492,2.0617919869627865,18.42785689505981,,18.170681228459717,0.866819653376961,0.29668878133783416,0
2021-12-29,48.804443359375,14.955808639526367,2.0617919869627865,17.96867694785072,,18.101078971736186,0.8209067172736549,-0.16128753864408682,0
2021-12-30,48.479591369628906,14.798927307128906,2.0617919869627865,17.96728163214576,,18.074282730700205,0.8158206516387149,-0.13115762433754896,0
2021-12-31,47.88721084594727,14.816359519958496,2.0617919869627865,17.33895951173705,,17.980079603837304,0.7843642081630923,-0.8173755067198932,0
2022-01-03,50.294952392578125,15.016815185546877,2.0617919869627865,19.333403173316484,,17.994177577920272,0.8068458937013534,1.6598282346739108,0
2022-01-04,50.70579147338867,15.278282165527344,2.0617919869627865,19.205151729947943,,17.994323032172755,0.8070753697002737,1.5002671909376415,0
2022-01-05,50.51470184326172,15.348002433776855,2.0617919869627865,18.870313409415253,,17.99738587819446,0.8104392347111051,1.0771042341403454,0
2022-01-06,52.998870849609375,15.89708137512207,2.0617919869627865,20.22239585428733,,18.081594300076,0.9457873903649756,2.263512472274774,-1
2022-01-07,52.79823303222656,15.931946754455566,2.0617919869627865,19.949872877172304,,18.151100452882382,1.0300989222180175,1.7462132864063098,0
2022-01-10,52.97020721435547,16.001665115356445,2.0617919869627865,19.9781023014516,,18.229011250762394,1.1075164262178556,1.5792912947235584,0
2022-01-11,52.368282318115234,15.94066047668457,2.0617919869627865,19.50195628039259,,18.30306734067937,1.1418504244579029,1.0499527031155569,0
2022-01-12,52.979759216308594,15.923227310180664,2.0617919869627865,20.149376741591094,,18.43798477585884,1.1940964121600972,1.4332108766966138,0
2022-01-13,52.444705963134766,16.141115188598633,2.0617919869627865,19.16508400663878,,18.57604460101481,1.1026611318165114,0.5341980311336367,0
2022-01-14,53.562599182128906,16.454875946044922,2.0617919869627865,19.636067810106788,,18.734465711204315,1.007282111234692,0.8950839976670681,0
2022-01-18,52.73134613037109,16.385147094726562,2.0617919869627865,18.94858114525728,,18.843976934165084,0.8938006418877161,0.11703304539060227,0
2022-01-19,51.84277725219727,16.106252670288086,2.0617919869627865,18.635034556599315,,18.897296396902,0.8441451298267811,-0.3106833541247831,0
2022-01-20,50.61025238037109,15.705341339111328,2.0617919869627865,18.22910545487595,,18.905552805111295,0.8363370650355283,-0.8088214411573521,0
2022-01-21,49.41592788696289,15.53103256225586,2.0617919869627865,17.394169400845648,,18.861986043170738,0.8922588403762206,-1.6450569900839376,0
2022-01-24,49.998756408691406,15.818642616271973,2.0617919869627865,17.384005817833803,,18.830287753687948,0.9341013264683,-1.5483137587678255,0
2022-01-25,51.09752655029297,15.870935440063477,2.0617919869627865,18.374959034366384,,18.834017729044593,0.9320205141521856,-0.492541406232665,0
2022-01-26,50.3236083984375,15.836068153381348,2.0617919869627865,17.672929974799267,,18.796271383031566,0.9640715455667591,-1.165205438743562,0
2022-01-27,48.77577590942383,15.548460960388184,2.0617919869627865,16.71808369169176,,18.73374172022362,1.056682925881358,-1.9075334512958464,0
2022-01-28,49.47325897216797,15.687908172607422,2.0617919869627865,17.128055609677972,,18.69178041910023,1.1043109095549153,-1.4160186192967215,0
2022-01-31,50.046531677246094,15.644332885742188,2.0617919869627865,17.791171492044448,,18.7143910181156,1.079505158628737,-0.855224746905229,0
