Date,PriceA,PriceB,BetaDyn,SpreadDyn,ZScoreDyn
2021-11-24,51.28861618041992,14.718554496765137,2.0617919869627865,20.942018459314475,
2021-11-25,51.28861618041992,14.718554496765137,2.0617919869627865,20.942018459314475,
2021-11-26,48.5942497253418,13.935742378234863,2.0617919869627865,19.861647757519428,
2021-11-29,48.317169189453125,13.944344520568848,2.0617919869627865,19.566831393495836,
2021-11-30,47.50503921508789,13.650415420532228,2.0617919869627865,19.360722082321285,
2021-12-01,46.41581344604492,13.53803253173828,2.0617919869627865,18.50320645286541,
2021-12-02,48.24072647094727,14.074021339416504,2.0617919869627865,19.223022048995063,
2021-12-03,47.67701721191406,13.883831977844238,2.0617919869627865,19.051443691657116,
2021-12-06,48.5942497253418,14.255563735961914,2.0617919869627865,19.202242644898238,
2021-12-07,47.91587066650391,14.11724090576172,2.0617919869627865,18.809056488981128,
2021-12-08,47.4668083190918,14.030795097351074,2.0617919869627865,18.5382274166566,
2021-12-09,47.256614685058594,13.91840934753418,2.0617919869627865,18.559749821044676,
2021-12-10,47.56235504150391,14.134533882141112,2.0617919869627865,18.419886343851363,
2021-12-13,46.66423034667969,13.892476081848145,2.0617919869627865,18.020834482053015,
2021-12-14,46.54002380371094,14.108598709106444,2.0617919869627865,17.45102803800176,
2021-12-15,45.54635620117188,14.134533882141112,2.0617919869627865,16.403887503519332,
2021-12-16,45.69923782348633,14.177760124206545,2.0617919869627865,16.467645606316754,
2021-12-17,45.38393020629883,13.883831977844238,2.0617919869627865,16.758356686041882,
2021-12-20,46.30116271972656,13.935701370239258,2.0617919869627865,17.568645301860936,
2021-12-21,47.43815612792969,14.24691677093506,2.0617919869627865,18.063977290690044,
2021-12-22,48.04964065551758,14.445752143859863,2.0617919869627865,18.265504639656818,
2021-12-23,48.21206283569336,14.644586563110352,2.0617919869627865,18.017971607489542,
2021-12-24,48.21206283569336,14.644586563110352,2.0617919869627865,18.017971607489542,
2021-12-27,48.83311462402344,14.808843612670898,2.0617919869627865,18.300359527233535,
2021-12-28,49.13885116577149,14.895292282104492,2.0617919869627865,18.42785689505981,
2021-12-29,48.804443359375,14.955808639526367,2.0617919869627865,17.96867694785072,
2021-12-30,48.479591369628906,14.798927307128906,2.0617919869627865,17.96728163214576,
2021-12-31,47.88721084594727,14.816359519958496,2.0617919869627865,17.33895951173705,
2022-01-03,50.294952392578125,15.016815185546877,2.0617919869627865,19.333403173316484,
2022-01-04,50.70579147338867,15.278282165527344,2.0617919869627865,19.205151729947946,
2022-01-05,50.51470184326172,15.348002433776855,2.0617919869627865,18.870313409415253,
2022-01-06,52.998870849609375,15.89708137512207,2.0617919869627865,20.222395854287335,
2022-01-07,52.79823303222656,15.931946754455566,2.0617919869627865,19.949872877172304,
2022-01-10,52.97020721435547,16.001665115356445,2.0617919869627865,19.9781023014516,
2022-01-11,52.368282318115234,15.94066047668457,2.0617919869627865,19.50195628039259,
2022-01-12,52.979759216308594,15.923227310180664,2.0617919869627865,20.149376741591098,
2022-01-13,52.444705963134766,16.141115188598633,2.0617919869627865,19.16508400663878,
2022-01-14,53.562599182128906,16.454875946044922,2.0617919869627865,19.636067810106788,
2022-01-17,53.562599182128906,16.454875946044922,2.0617919869627865,19.636067810106788,
2022-01-18,52.73134613037109,16.385147094726562,2.0617919869627865,18.94858114525728,
2022-01-19,51.84277725219727,16.106252670288086,2.0617919869627865,18.635034556599315,
2022-01-20,50.61025238037109,15.705341339111328,2.0617919869627865,18.22910545487595,
2022-01-21,49.41592788696289,15.53103256225586,2.0617919869627865,17.394169400845648,
2022-01-24,49.998756408691406,15.818642616271973,2.0617919869627865,17.384005817833803,
2022-01-25,51.09752655029297,15.870935440063477,2.0617919869627865,18.374959034366384,
2022-01-26,50.3236083984375,15.836068153381348,2.0617919869627865,17.672929974799267,
2022-01-27,48.77577590942383,15.548460960388184,2.0617919869627865,16.71808369169176,
2022-01-28,49.47325897216797,15.687908172607422,2.0617919869627865,17.128055609677972,
2022-01-31,50.046531677246094,15.644332885742188,2.0617919869627865,17.791171492044448,
2022-02-01,50.88732147216797,15.853503227233888,2.0617919869627865,18.20069555296846,
2022-02-02,49.53058624267578,15.809922218322754,2.0617919869627865,16.933815298433004,
2022-02-03,49.98077392578125,15.740204811096191,2.0617919869627865,17.52774577311002,
2022-02-04,50.51717376708984,15.888365745544434,2.0617919869627865,17.7586685869923,
2022-02-07,50.47885894775391,15.958088874816896,2.0617919869627865,17.576599178416444,
2022-02-08,51.1972541809082,16.34157371520996,2.0617919869627865,17.504328440526614,
2022-02-09,51.17809295654297,16.036531448364258,2.0617919869627865,18.11410091762881,
2022-02-10,50.48843383789063,16.001665115356445,2.0617919869627865,17.496328924986763,
2022-02-11,50.35433578491211,15.992950439453123,2.0617919869627865,17.38019872095468,
2022-02-14,49.98077392578125,15.923227310180664,2.0617919869627865,17.150391451063754,
2022-02-15,51.06315612792969,16.1846923828125,2.0617919869627865,17.69368706158923,-0.6473351054657994
2022-02-16,51.11104965209961,16.1846923828125,2.0708766662353293,17.594547846336532,-0.7207937536286372
2022-02-17,50.047828674316406,15.792492866516112,2.08423697700173,17.132531082887482,-1.1643613043668255
2022-02-18,50.047828674316406,15.975521087646484,2.1081265580676036,16.369408390479805,-1.8723793510005242
2022-02-21,50.047828674316406,15.975521087646484,2.1286463181516555,16.041594530543584,-2.0977065598102556
2022-02-22,49.49227523803711,15.923227310180664,2.1525644628426965,15.21650199637591,-2.6982936541573364
