Date,Spread,ZScore
2021-11-29,4.193304549028227,-1.3321545037449305
2021-11-30,4.165676468526399,-1.3460809949925536
2021-12-01,4.268216813113398,-1.2943934660191008
2021-12-02,4.421546080941795,-1.2171047558506403
2021-12-03,4.854924431052709,-0.9986516570430773
2021-12-06,5.008984103254079,-0.9209947718178384
2021-12-07,4.046846278398419,-1.4059797491843713
2021-12-08,4.007673984296744,-1.4257253341489227
2021-12-09,4.303696700412175,-1.2765091131810382
2021-12-10,4.421672055385031,-1.2170412558915664
2021-12-13,5.225174609962963,-0.8120195862525096
2021-12-14,5.610594038902249,-0.6177411490142853
2021-12-15,6.4697852114626215,-0.1846485082169757
2021-12-16,7.494199567556095,0.33172821086532256
2021-12-17,7.684760698419936,0.42778439258004286
2021-12-20,7.675960013339875,0.4233482297517041
2021-12-21,5.5928517034315774,-0.6266845310790785
2021-12-22,5.737380808511688,-0.5538317204470902
2021-12-23,5.666434351751775,-0.5895937129985251
2021-12-24,5.666434351751775,-0.5895937129985251
2021-12-27,5.748776438017387,-0.5480875235398247
2021-12-28,6.049981413589592,-0.39625908016427425
2021-12-29,5.980955586159041,-0.43105294076229617
2021-12-30,6.023663811614725,-0.40952499827744804
2021-12-31,6.0243228618003855,-0.4091927907380303
2022-01-03,5.538601215821885,-0.6540305836152184
2022-01-04,5.750319953903798,-0.5473094832238771
2022-01-05,6.542575476741902,-0.14795710679091503
2022-01-06,6.387443125196995,-0.22615469767568336
2022-01-07,6.847539840187181,0.0057663318705847965
2022-01-10,7.232441190372953,0.19978362106322073
2022-01-11,6.3103963194179045,-0.26499169419698915
2022-01-12,5.97896576235344,-0.43205595158714116
2022-01-13,6.347940020884238,-0.2460670341997199
2022-01-14,6.125838401876976,-0.35802183514881136
2022-01-17,6.125838401876976,-0.35802183514881136
2022-01-18,6.12308722723013,-0.35940862022197095
2022-01-19,6.337267576882425,-0.2514466948667779
2022-01-20,6.691474143351584,-0.07290173053394569
2022-01-21,7.122448149093657,0.14433940999780687
2022-01-24,6.657435843418,-0.09005942218312418
2022-01-25,6.698726244204877,-0.06924616282074222
2022-01-26,6.4896050299674926,-0.17465792892503726
2022-01-27,6.712099024267559,-0.06250534329522343
2022-01-28,6.810667874398263,-0.012819726209276098
2022-01-31,6.242316538073723,-0.2993086811830061
2022-02-01,5.605298758415742,-0.6204103419516729
2022-02-02,5.583560880818027,-0.6313677576174649
2022-02-03,5.698026295843235,-0.5736691563556554
2022-02-04,5.784443324464746,-0.5301089100090635
2022-02-07,5.420705258017108,-0.7134584191606437
2022-02-08,5.170160297894469,-0.8397506599137873
2022-02-09,4.746025088525315,-1.0535445671922048
2022-02-10,4.62255449903175,-1.115782408283165
2022-02-11,4.421652511713262,-1.2170511072735262
2022-02-14,3.533683435929973,-1.6646498306534598
2022-02-15,3.5562492179395377,-1.653275093069675
2022-02-16,3.672793646617535,-1.5945285230415465
2022-02-17,3.8796653932854213,-1.490250646438419
2022-02-18,4.283957497763808,-1.2864590564244482
2022-02-21,4.283957497763808,-1.2864590564244482
2022-02-22,3.868163784957545,-1.4960482641086428
2022-02-23,3.6140536881213876,-1.6241375839326293
2022-02-24,4.382671742785888,-1.236700150110823
2022-02-25,3.816376224197654,-1.5221528286878097
2022-02-28,3.915907868163927,-1.4719818959490636
2022-03-01,3.5537579276138587,-1.6545308782087678
2022-03-02,3.618484268771496,-1.621904260389159
2022-03-03,4.105816189660061,-1.3762547759635917
2022-03-04,4.0382518042061974,-1.4103119672553295
2022-03-07,4.749392378663359,-1.0518472166783832
2022-03-08,4.566187782504869,-1.1441951886902926
2022-03-09,4.227179094577167,-1.3150793557963307
2022-03-10,4.35244719936793,-1.2519354408631342
2022-03-11,4.677405076625433,-1.088133868286513
2022-03-14,4.705750391862708,-1.073845840403544
2022-03-15,4.449495726050756,-1.20301617347669
2022-03-16,4.942220531984987,-0.9546482965669638
2022-03-17,5.393273219204318,-0.7272860916406596
2022-03-18,5.087284604525365,-0.8815258247960955
2022-03-21,4.536432879361229,-1.1591937477894807
2022-03-22,5.0424312380422975,-0.9041350688842456
2022-03-23,4.639519975594737,-1.10723061762038
2022-03-24,5.273841961948548,-0.7874878258420308
2022-03-25,5.46607212877673,-0.6905903328842865
2022-03-28,4.967423048361198,-0.9419444598415652
2022-03-29,4.987184833773739,-0.931983133300369
2022-03-30,4.690797186948018,-1.08138330495359
2022-03-31,4.313270924163817,-1.27168303258267
2022-04-01,4.561970783150684,-1.1463208522735229
2022-04-04,4.350706667074775,-1.2528127912728098
2022-04-05,4.965434555601107,-0.942946799726073
2022-04-06,4.98394300781473,-0.9336172410640794
2022-04-07,5.141008058113698,-0.8544454343889328
2022-04-08,5.506990475499251,-0.6699646148775398
2022-04-11,5.297993162954441,-0.7753139258345401
2022-04-12,5.727002008562664,-0.5590633639064087
2022-04-13,5.093647714115946,-0.8783183710602117
2022-04-14,5.084629769780008,-0.8828640477986909
2022-04-15,5.084629769780008,-0.8828640477986909
2022-04-18,4.924604410028678,-0.9635280581640594
2022-04-19,5.944700955606237,-0.44932781856446713
2022-04-20,5.012261767048642,-0.9193425992702517
2022-04-21,5.9753323069815565,-0.4338874680557504
2022-04-22,5.221133203740024,-0.8140567385761437
2022-04-25,5.133693126398512,-0.8581326732653998
2022-04-26,5.794200122859294,-0.5251907989793265
2022-04-27,5.8463569759368,-0.4989000851586756
2022-04-28,5.445556426526167,-0.7009316864145259
2022-04-29,5.314341001981703,-0.7670734678296616
2022-05-02,5.847553090708601,-0.4982971593817821
2022-05-03,5.3111444954244575,-0.7686847314348005
2022-05-04,5.798021316759005,-0.5232646491189961
2022-05-05,5.913486580713624,-0.46506205383691945
2022-05-06,6.09186780985452,-0.3751453972596868
2022-05-09,7.217230668100754,0.1921164505089168
2022-05-10,5.872816342364459,-0.48556270781362004
2022-05-11,6.370715010551336,-0.23458684127634338
2022-05-12,6.926751831279645,0.04569473372184758
2022-05-13,7.622384870224153,0.396342598229749
2022-05-16,8.357822150370538,0.7670545933847133
2022-05-17,8.50002685047751,0.8387357408057091
2022-05-18,7.778321084258081,0.47494539221637283
2022-05-19,8.904895416375695,1.0428179078258122
2022-05-20,9.375654423412584,1.2801134807413959
2022-05-23,10.170558718379283,1.6808010241926885
2022-05-24,11.046692616687565,2.1224339876455494
2022-05-25,8.824486189900114,1.002286015330919
2022-05-26,8.10578784282967,0.6400116170246114
2022-05-27,8.510125744273381,0.8438262919226991
2022-05-30,8.510125744273381,0.8438262919226991
2022-05-31,8.427066387281755,0.8019585476868816
2022-06-01,8.812612782993895,0.996300985087939
2022-06-02,9.222291997298527,1.2028080564702308
2022-06-03,9.335621907200462,1.259934283471011
2022-06-06,9.599558337794662,1.3929767650272629
