Date,DailyPnL,EquityCurve,Exposure,DailyRet_RL,CumRet_RL
2022-04-04,0.7633118718570856,0.7633118718570856,0.0,0.0,0.0
2022-04-05,-0.21949529804381795,0.5438165738132676,1106.7871437072754,-0.0001983175349404586,-0.0001983175349404842
2022-04-06,0.28100435712970984,0.8248209309429775,1086.572437286377,0.00025861539229864373,6.024656939085382e-05
2022-04-07,-0.3457000546590022,0.47912087628397526,1077.9187088012695,-0.0003207106916656525,-0.0002604834439936532
2022-04-08,-0.4346064036090995,0.04451447267487574,1078.1658058166504,-0.0004030979291537719,-0.0006634763728105009
2022-04-11,0.6441261037819845,0.6886405764568603,1060.773624420166,0.000607222963461288,-5.6656287438561215e-05
2022-04-12,-0.02106454026717719,0.6675760361896831,1054.571361541748,-1.9974504367709678e-05,-7.662966012500494e-05
2022-04-13,-0.49016376628153036,0.17741226990815273,1068.6615982055664,-0.0004586707027786761,-0.0005352652151237036
2022-04-14,-0.0005,0.17691226990815273,1064.5811576843262,-4.6966827882582345e-07,-0.0005357346320054024
2022-04-15,0.9055854960531018,1.0824977659612545,883.8405265808105,0.0010246028200996994,0.0004883192728795116
2022-04-18,-0.4689225232994034,0.613575242661851,884.8467559814453,-0.0005299477227322699,-4.188723353937274e-05
2022-04-19,0.361434297373881,0.975009540035732,899.5434532165527,0.00040179748524818697,0.00035989342152364934
2022-04-20,0.18196347020511594,1.156973010240848,899.3774223327637,0.00020232159012080543,0.0005622878258537689
2022-04-21,0.721028497860222,1.87800150810107,889.5540351867676,0.0008105505335702709,0.0013732941221213935
2022-04-22,-0.2513412640675204,1.6266602440335496,856.7726821899414,-0.0002933581675656175,0.0010795330875086329
2022-04-25,-0.6635476334768328,0.9631126105567168,868.5577774047852,-0.000763964874575743,0.0003147434875729882
2022-04-26,0.2784126245427766,1.2415252350994934,839.0294418334961,0.00033182700232112607,0.0006466749302820318
2022-04-27,-0.8762794722263498,0.3652457628731436,859.5452690124512,-0.0010194686700249365,-0.0003734530045739204
2022-04-28,0.3496101820862021,0.7148559449593457,891.8769416809082,0.0003919937445936169,1.8394348777928116e-05
2022-04-29,0.35126458907797775,1.0661205340373234,859.209415435791,0.0004088230212186587,0.00042722489002988695
2022-05-02,0.03306980826606892,1.0991903423033924,859.3169860839844,3.848382936868524e-05,0.0004657251606483559
2022-05-03,0.5323173718638875,1.63150771416728,1030.3440704345703,0.0005166403992011823,0.0009826061722824075
2022-05-04,0.03704688991755922,1.6685546040848394,883.5297584533691,4.193055136299009e-05,0.0010245779248641007
2022-05-05,1.1092416863031325,2.777796290387972,846.9540138244629,0.0013096834871757636,0.0023356032848294017
2022-05-06,-1.543406967231003,1.234389323156969,1008.3482627868652,-0.0015306288751520695,0.0008013994678486291
2022-05-09,1.647544757298915,2.881934080455884,972.6065559387207,0.0016939478222093322,0.0024967048189412644
2022-05-10,-0.44526328403015314,2.436670796425731,971.5714244842529,-0.00045829186903733384,0.0020372687303860104
2022-05-11,0.2510361094308342,2.6877069058565652,799.7510890960693,0.00031389280096457453,0.002351801015338717
2022-05-12,-0.7469439664344948,1.9407629394220705,791.8441009521484,-0.0009432967493681348,0.0014062858197176897
2022-05-13,-0.15807658411333153,1.7826863553087389,993.1228904724121,-0.00015917122204094712,0.00124689075744433
2022-05-16,-0.525211519506376,1.2574748358023629,985.6735229492188,-0.000532845315693272,0.0007133810418518127
2022-05-17,0.6534020505145037,1.9108768863168666,775.4669532775879,0.000842591741340924,0.0015565738721670108
2022-05-18,-0.1885985361382681,1.7222783501785985,764.4059104919434,-0.0002467256382370108,0.0013094641872479773
2022-05-19,-0.2753439584735337,1.4469343917050648,978.6027221679688,-0.00028136439050930137,0.0010277313601456672
2022-05-20,-0.24086327838837412,1.2060711133166906,765.0654258728027,-0.0003148270334051395,0.0007125807691252817
2022-05-23,-0.19315643034951407,1.0129146829671765,1010.7652435302734,-0.00019109920091324236,0.000521345394596473
2022-05-24,0.9493320385934708,1.9622467215606472,778.1009922027588,0.0012200627529158738,0.0017420442216098397
2022-05-25,-0.029770004569054986,1.9324767169915922,782.5353908538818,-3.8043013666858886e-05,0.0017039349353309419
2022-05-26,-0.39817500551060453,1.5343017114809876,794.3407649993896,-0.0005012647254870654,0.0012018160873663586
2022-05-27,0.0,1.5343017114809876,809.6958427429199,0.0,0.0012018160873663586
2022-05-30,-0.039187164971271504,1.4951145465097162,809.6958427429199,-4.839738936848353e-05,0.0011533605332367802
2022-05-31,0.021024188080740358,1.5161387345904567,806.5910358428955,2.606548690287622e-05,0.0011794560830435952
2022-06-01,0.04360876632148464,1.5597475009119413,801.3341617584229,5.442020121267626e-05,0.001233940470493744
2022-06-02,0.18456138537306105,1.7443088862850022,811.4955368041992,0.00022743364196418586,0.0014616547520329704
2022-06-03,-0.21610931989879809,1.5281995663862042,802.1550331115723,-0.0002694109130756265,0.0011918500532159815
2022-06-06,-0.26014493557721496,1.2680546308089893,804.5842418670654,-0.0003233283999864821,0.0008681362942588589
2022-06-07,0.5801364994235478,1.8481911302325371,813.0851173400879,0.0007135003298564805,0.0015822560396476781
2022-06-08,0.7814520107569917,2.6296431409895287,805.7330932617188,0.0009698646081341478,0.0025536552219156405
2022-06-09,0.2833397761756975,2.912982917165226,779.0491924285889,0.0003636994671574218,0.0029182834521166434
