,Open,High,Low,Close,Volume
2021-11-29,233.95088500463768,235.98841762652376,232.14702779175988,232.33395385742188,3209100.0
2021-11-30,231.5675582195456,234.07241335022462,228.5299630431671,228.604736328125,6235900.0
2021-12-01,232.0722642155793,235.87626043932008,229.19355704709008,229.3057098388672,4018600.0
2021-12-02,230.86654685849666,235.23133522769794,229.77301443834315,234.02565002441406,3706700.0
2021-12-03,236.01648909080365,237.25956828191272,230.92267821041156,232.43679809570312,3972000.0
2021-12-06,235.98844990460427,237.70819276238922,234.0537284934362,234.76405334472656,3008500.0
2021-12-07,236.94175234915983,240.70838328626888,235.90429625107984,240.1195526123047,3405400.0
2021-12-08,239.82045659639513,241.72713958359725,237.91378787073793,239.9606475830078,3820700.0
2021-12-09,239.0540891521143,243.774047941603,238.2035590159107,241.27853393554688,3812700.0
2021-12-10,241.52152855207777,244.39089448645902,240.8766214587324,244.29742431640625,2547700.0
2021-12-13,245.67131860471284,246.10124709888012,239.54005281494244,240.42794799804688,3915300.0
2021-12-14,239.19425059799772,240.03543931700065,234.13781975652665,235.96038818359375,5100500.0
2021-12-15,233.2873233252429,241.45610889338312,232.96019197492237,240.70840454101562,4939300.0
2021-12-16,242.28796496397942,242.540308774159,236.55858817375034,236.68943786621094,4457200.0
2021-12-17,235.84823165275046,236.7361412333562,231.2778198053661,231.87599182128906,10173200.0
2021-12-20,229.19359164426876,229.86653701960412,226.46443062720746,229.56744384765625,3900900.0
2021-12-21,231.52083235645205,232.17508075866218,227.66074539109397,230.83853149414062,2963800.0
2021-12-22,230.96002648473797,233.6144137122709,230.04407877469666,233.38075256347656,1771900.0
2021-12-23,233.88547502542707,235.25940375882257,232.76389007131596,233.74526977539062,2060300.0
2021-12-24,233.88547502542707,235.25940375882257,232.76389007131596,233.74526977539062,2060300.0
2021-12-27,234.7266812359069,237.19414279799585,234.7266812359069,237.11936950683594,1590200.0
2021-12-28,237.39976014351743,238.23159337828284,236.29688621358994,237.41845703125,1531500.0
2021-12-29,238.34371749013033,241.64302609274745,238.29699666874313,240.73641967773438,1617500.0
2021-12-30,241.4654711193811,242.30664566973934,239.32512670636257,239.63357543945312,1488100.0
2021-12-31,239.40925206996633,242.7926615728103,239.1288700482756,241.5869903564453,1774200.0
2022-01-03,242.2599212109267,243.19456592466778,236.53054455199896,238.81106567382812,5302100.0
2022-01-04,238.932535711522,243.7833290177875,238.8951562040507,242.8300018310547,3638200.0
2022-01-05,241.80189257762206,242.48419339292417,238.07266981118852,238.1007080078125,3808600.0
2022-01-06,240.80188662910072,241.5589465933322,238.33441080264694,240.94207763671875,3616300.0
2022-01-07,238.98862869031692,240.55883908243158,234.32476112080442,234.67991638183594,4945500.0
2022-01-10,231.68907757974588,231.8853592447636,224.8474856893661,231.5021514892578,6292400.0
2022-01-11,231.70775087629602,233.6144196236243,228.68883848917073,233.19383239746094,3415000.0
2022-01-12,234.7733905692174,238.0633437115864,233.60508476341616,234.3341064453125,2825500.0
2022-01-13,236.5398424855847,237.16605261756405,233.74525016984657,234.3153839111328,2243400.0
2022-01-14,231.137630719899,232.44612755880922,225.68865055939077,227.4925079345703,3258500.0
2022-01-17,231.137630719899,232.44612755880922,225.68865055939077,227.4925079345703,3258500.0
2022-01-18,224.30422859928234,224.67932787248876,219.68124273703543,223.5634307861328,4612500.0
2022-01-19,224.7074887067104,226.1422096365383,219.68127223933794,220.08448791503906,4146800.0
2022-01-20,221.5567287599971,222.79452077217528,209.43191304483477,209.98516845703125,5946600.0
2022-01-21,209.0099007608922,215.53648480030193,207.7064612378823,211.00726318359375,5724400.0
2022-01-24,206.796862189499,218.21838051469115,206.48741067017443,217.88079833984375,4911600.0
2022-01-25,213.33284955122866,217.49635888239177,210.529041234611,215.68653869628906,4099200.0
2022-01-26,218.07771502795524,220.36577042299558,211.6824264927334,213.8954620361328,4349200.0
2022-01-27,216.2960379115064,218.64972671055605,210.00388563748172,211.86058044433594,3425800.0
2022-01-28,213.7923275252217,220.49706808441414,210.50089746535565,220.35641479492188,3215500.0
2022-01-31,219.41868039700492,222.8132465451735,218.17150214218776,222.56944274902344,4485900.0
2022-02-01,223.60093571863584,224.56679310503716,219.2592706922197,223.50717163085938,2723800.0
2022-02-02,223.75097002075154,225.72020182792306,221.72547690055924,224.21983337402344,2442900.0
2022-02-03,221.30352254401186,224.57619419373708,219.2498985835746,219.53121948242188,2512000.0
2022-02-04,219.56870816792306,219.56870816792306,211.14792613655172,214.80506896972656,3456700.0
2022-02-07,216.16479540856918,216.59614174265622,210.547806479506,212.88275146484375,2990100.0
2022-02-08,213.05149854167124,218.13397542326192,211.7949482262547,217.32752990722656,2572400.0
2022-02-09,219.91568325498363,221.75361968754768,218.34029486135393,219.10923767089844,2115100.0
2022-02-10,216.3242194597915,218.3590851026817,211.7293490941822,213.2390899658203,3053800.0
2022-02-11,213.35159858123998,215.41459461221416,210.76346354019645,211.84185791015625,2192800.0
2022-02-14,209.83511138080243,212.88272320976432,209.22558042986554,211.8793487548828,2025700.0
2022-02-15,214.0923766266883,215.73339832132763,212.84519842173356,213.8954620361328,1843600.0
2022-02-16,212.4138750841827,213.9611185541057,209.591308307305,212.87335205078125,2461300.0
2022-02-17,211.86058587848098,213.07026133094556,209.34748519752867,209.85385131835938,2482200.0
2022-02-18,209.06614568745002,211.66365241410685,206.69369849919397,208.8223419189453,4241500.0
2022-02-21,209.06614568745002,211.66365241410685,206.69369849919397,208.8223419189453,4241500.0
2022-02-22,204.69633112833068,207.65955058813435,197.6352510471083,201.22674560546875,7641100.0
2022-02-23,208.1753593785759,213.56728873184983,200.79545369466533,201.69566345214844,8936900.0
2022-02-24,196.63192510983046,200.91732893023047,193.3967706739605,200.12026977539062,5749300.0
2022-02-25,200.9266874634442,206.00916404173063,197.11951966444323,205.53091430664062,4613300.0
2022-02-28,203.7305045764086,207.51892858524766,202.38019010197402,207.2938690185547,5440400.0
2022-03-01,207.5939440481264,210.46338549701593,206.51554974435427,207.7064666748047,3953200.0
2022-03-02,206.86254769911326,215.68654643470953,206.40305639404542,214.42062377929688,4513700.0
2022-03-03,214.85192194655903,216.35229028538836,211.04475409935282,212.18878173828125,3180700.0
2022-03-04,210.5946753109282,212.57327932651248,207.94090689040502,210.11643981933594,3144400.0
2022-03-07,210.07892404159162,213.78294186677482,208.2503597287619,208.4191436767578,4022700.0
2022-03-08,208.41911541200864,215.32078397384305,208.25033148690233,209.35684204101562,3725900.0
2022-03-09,213.78292287219762,215.93969708149007,211.54175669640543,211.81370544433594,3428500.0
2022-03-10,209.11305131199245,210.41649083527133,205.44653652981867,210.21018981933594,3318700.0
2022-03-11,209.95701487466434,213.38909823453304,208.1659676458209,208.3722686767578,2616300.0
2022-03-14,210.03206263565912,213.52979420122784,207.31266040631732,212.40451049804688,3607700.0
2022-03-15,213.61415625813754,217.88081582728762,213.34220748815855,216.68052673339844,3413600.0
2022-03-16,218.6122426835275,219.8312760165597,212.6670441901529,216.92433166503906,3497400.0
2022-03-17,215.67714569636794,219.8125239674735,214.10177167417967,219.78439331054688,3323900.0
2022-03-18,217.2243687435864,221.5472890927173,215.61147779064126,220.99403381347656,9149800.0
2022-03-21,221.7723672321134,223.5259116035771,211.63554377189055,213.42660522460938,4349200.0
2022-03-22,213.4735040418073,215.55525871901622,211.32611592790613,214.24244689941406,3248800.0
2022-03-23,212.8639938506223,213.75483149180616,206.14049408787628,207.16261291503906,3728100.0
2022-03-24,207.0781750623601,208.13781074140786,204.3869041916577,205.52154541015625,3399200.0
2022-03-25,206.9844414524929,207.2001289279361,198.22607619817134,199.66079711914062,6831700.0
2022-03-28,198.21668563721767,200.57974675271515,194.50328139938995,200.46722412109375,6579600.0
2022-03-29,204.19938519231025,207.55644889239113,203.055357338316,205.8966827392578,4993600.0
2022-03-30,202.31457743847994,203.62738936702542,195.91927315145026,196.4444122314453,7090900.0
2022-03-31,193.96879408171156,195.7410971593427,189.4114412665779,189.59898376464844,7318500.0
2022-04-01,191.3900454430243,191.44630676160506,188.8581716382859,189.7958984375,4827200.0
2022-04-04,188.9988175433733,191.5400488646692,187.32966517710233,191.4087677001953,5426100.0
2022-04-05,190.55546026617142,195.17844630231255,189.1113530500114,192.11207580566406,4707100.0
2022-04-06,188.67061401011847,190.21787168988791,184.3945824379816,188.1548614501953,6356100.0
2022-04-07,186.71077599503005,191.48380177548407,185.24792453692882,190.0209503173828,4411600.0
2022-04-08,188.51122741374746,194.7846223263894,188.05173610639662,193.79063415527344,5065500.0
2022-04-11,191.91511977272341,195.46909711285312,190.6867002776541,191.84947204589844,3576200.0
2022-04-12,195.99424503011824,197.47585487731453,190.7335978690161,191.42752075195312,4354700.0
2022-04-13,190.94930267814067,193.96878395777756,190.564831276589,192.71221923828125,2803400.0
2022-04-14,193.38738046065518,194.3907549347436,188.51120430268963,188.74563598632812,4001400.0
2022-04-15,193.38738046065518,194.3907549347436,188.51120430268963,188.74563598632812,4001400.0
2022-04-18,188.1267340488583,189.42080152913786,185.0416193692308,186.1575164794922,3800400.0
2022-04-19,186.58119491187549,191.60891306676623,186.1386789398358,191.16639709472656,3392900.0
2022-04-20,193.80263168651632,197.77585048190565,193.19064893311565,196.53305053710938,3906100.0
2022-04-21,198.1148050841097,198.51966649882,192.33386794466492,193.04000854492188,3797600.0
2022-04-22,192.1832374083975,192.3621286742139,184.63225029543798,185.53610229492188,4216300.0
2022-04-25,185.52669056172502,189.00090487543386,183.28586629077606,188.66195678710938,3895900.0
2022-04-26,187.27792454321536,192.41862058114677,186.64710726797676,187.91815185546875,3959100.0
2022-04-27,187.5980441768573,191.56185358961977,187.33441946735667,187.8993377685547,3028100.0
2022-04-28,189.8294278143055,195.03603692803742,188.33241312152572,193.14358520507812,3250400.0
2022-04-29,191.590069546224,193.18122760366842,185.5549178716306,186.16690063476562,4217600.0
2022-05-02,186.53410516010018,192.68223512685194,186.15750256879645,191.2605438232422,3697800.0
2022-05-03,190.62974131022537,192.94587472198808,188.5019092086636,189.8388671875,3002600.0
2022-05-04,188.99148439283323,195.79869077736055,186.6565166061967,195.04547119140625,4452400.0
2022-05-05,191.98552553616352,192.64458727697286,182.2031241957788,184.4627685546875,4262900.0
2022-05-06,182.81510779943994,184.02025337819566,178.5688537966732,181.0450439453125,3910700.0
2022-05-09,178.5029530783137,186.86366369358728,177.24131845598214,184.60401916503906,3998300.0
2022-05-10,186.5246999543639,187.40030746673293,179.12434534848776,180.8944091796875,3638700.0
2022-05-11,181.5628864140179,183.77546626958505,176.34686696345688,176.7893829345703,4598000.0
2022-05-12,176.78939255588205,183.44593819247143,176.28096319837297,180.48956298828125,4292900.0
2022-05-13,180.08469666262067,185.8656340960639,179.21849920622978,182.65504455566406,2911900.0
2022-05-16,181.30870230741613,184.74524814337997,178.41822599824084,183.34237670898438,4405300.0
2022-05-17,187.28735622253956,187.8051956475659,176.88354626444251,182.68331909179688,8210000.0
2022-05-18,176.5351790114377,180.2636083134059,169.24780164991648,173.0703887939453,7847600.0
2022-05-19,171.99704414696112,180.5931352124895,171.99704414696112,176.87413024902344,5132100.0
2022-05-20,177.88153523732146,178.1922388556711,168.73937542082993,173.88949584960938,5722600.0
2022-05-23,175.59365660392197,175.90436024038783,170.7824839904104,175.3582763671875,3546700.0
2022-05-24,174.16255654474867,176.81765275193135,171.72402051886957,173.8236083984375,4486500.0
2022-05-25,171.92174134297534,178.78542315150747,171.60161328260256,177.52378845214844,3986300.0
2022-05-26,179.42564542000486,185.52669685017295,179.15259631285235,184.0955810546875,3337900.0
2022-05-27,185.2159964812579,187.98407028393882,184.41569795288828,187.95582580566406,2779200.0
2022-05-30,185.2159964812579,187.98407028393882,184.41569795288828,187.95582580566406,2779200.0
2022-05-31,186.04452918914197,187.12727244032254,183.02224088282202,183.8790283203125,4733900.0
2022-06-01,184.90529331620667,185.61143400778033,180.43306893624023,180.50839233398438,3290200.0
2022-06-02,181.2992705387449,184.74524063909067,180.53664087332584,184.66050720214844,3359200.0
2022-06-03,182.6267864257138,186.37403509888105,181.9488903163562,184.02023315429688,2262700.0
2022-06-06,184.53810164600586,187.15552867309597,182.8433611045344,185.26307678222656,2691600.0
2022-06-07,179.21852273028753,184.7264117954838,177.95687370954735,184.2085723876953,3269700.0
2022-06-08,182.5608963987055,183.32354039401574,180.18827407930291,181.19569396972656,2775700.0
2022-06-09,180.87557212187073,187.11785999100567,180.6778464209729,182.91867065429688,2999500.0
2022-06-10,178.2299120158167,180.99798580351154,175.2641125147998,175.43359375,3564600.0
2022-06-13,171.66751425506573,173.71061296542527,169.57733662453816,170.6600799560547,3899300.0
2022-06-14,170.25520468970697,172.1664907273632,166.11250463008105,167.53421020507812,4037200.0
2022-06-15,168.90887966621816,170.4341536180765,165.99017287484318,168.54168701171875,4164200.0
2022-06-16,164.2953656440999,164.70021265780628,160.51044832699495,161.57437133789062,5536300.0
2022-06-17,160.94361392755428,165.0298119214492,160.1903941986198,162.38414001464844,8499000.0
