,Open,High,Low,Close,Volume
2021-11-29,66.84913441622376,67.51524936422476,66.13739210498623,66.79438018798828,2489900.0
2021-11-30,65.99137944696956,66.47499878738161,63.792278737184034,63.9109001159668,4560000.0
2021-12-01,65.20665416991224,65.9275234275764,62.095061182580054,62.11330795288086,4241500.0
2021-12-02,62.71557057630407,64.63180215030684,62.35057242845577,64.03868103027344,3153800.0
2021-12-03,64.48577747315304,64.6226526007756,63.4637913719887,63.856163024902344,2680100.0
2021-12-06,64.93291340645615,68.26350257758503,64.88728603626564,66.60276794433594,4385100.0
2021-12-07,67.07725300680872,67.98061765453657,66.43850477125507,66.53887939453125,2934600.0
2021-12-08,66.92214372567832,67.57001901507302,66.62102672956617,67.06814575195312,2424000.0
2021-12-09,66.70313923895968,67.41488162292261,66.3472680469782,67.40576171875,2718000.0
2021-12-10,67.91675458358442,68.34562677798988,66.87651464733919,67.22325897216797,1622100.0
2021-12-13,66.94040953533913,67.5791511111156,66.00966385433792,66.95865631103516,3390400.0
2021-12-14,67.03163273612644,67.61562680872271,66.46588543252946,67.08638000488281,3534300.0
2021-12-15,67.6977655270501,68.55550304270082,66.7487732664973,68.04450988769531,3153500.0
2021-12-16,68.04449370486418,68.72886235831062,67.43312604527394,67.53350067138672,2670200.0
2021-12-17,66.78526683369948,68.09013018617571,65.57165125488588,65.79977416992188,7433900.0
2021-12-20,64.44016414097432,65.43477671807638,63.719294887389275,64.97853088378906,3357900.0
2021-12-21,65.5077867797288,68.09926013514298,65.31616433824477,67.97151184082031,3724900.0
2021-12-22,67.79813928448097,68.71063102741202,67.62476362556102,68.6832504272461,1950100.0
2021-12-23,69.1851273951894,70.26186798828547,68.82925615322849,69.94249725341797,2438900.0
2021-12-24,69.1851273951894,70.26186798828547,68.82925615322849,69.94249725341797,2438900.0
2021-12-27,69.67787455155327,70.80023556932932,69.41325109358527,70.72724151611328,1412600.0
2021-12-28,70.67246894333415,71.77658986362484,70.67246894333415,71.46633911132812,1588300.0
2021-12-29,71.35685650475408,71.75835512749633,70.96448474937235,71.11961364746094,1122400.0
2021-12-30,71.24734792482847,71.77659473944313,70.97359765195645,71.17434692382812,719900.0
2021-12-31,71.17435812561081,72.08684989645198,70.96448195514307,71.67623138427734,1402700.0
2022-01-03,71.42984624603874,72.07771449117881,71.25647060235374,72.04121398925781,1951100.0
2022-01-04,72.49745904544754,74.08519953411859,72.37883763679186,73.80232238769531,2537000.0
2022-01-05,74.04870264960381,74.45019426253538,72.93546166469525,73.18183135986328,2825600.0
2022-01-06,73.42966142418304,74.27410084988958,73.06251171650248,73.12676239013672,2006500.0
2022-01-07,73.13593728327318,74.29245632016074,73.10840228286118,73.85187530517578,3688100.0
2022-01-10,74.06299177849496,74.16395811947397,71.19923256697696,72.79632568359375,2610100.0
2022-01-11,72.9798960198847,73.24607934389714,71.43787307571432,71.98859405517578,2772300.0
2022-01-12,72.06203654431363,72.79632896302472,71.20841644299824,71.76831817626953,3320200.0
2022-01-13,72.19971521081189,74.32917503101484,72.12628387150883,73.8151626586914,2372900.0
2022-01-14,72.42919176550531,73.38377128217465,72.18136271570172,73.2369155883789,2334500.0
2022-01-17,72.42919176550531,73.38377128217465,72.18136271570172,73.2369155883789,2334500.0
2022-01-18,72.86975484478471,73.56733854266099,71.94270347023313,72.4383544921875,2573100.0
2022-01-19,72.05285263140942,72.51178799848846,71.0248348881451,71.30937957763672,2005900.0
2022-01-20,71.13498954001487,72.8514105183105,71.05238452640856,71.6214599609375,3066400.0
2022-01-21,71.88761906900157,72.4475206481599,70.74946158145845,71.05236053466797,3234100.0
2022-01-24,69.63886437389563,71.17170702292368,67.8949083467313,70.83209228515625,3126500.0
2022-01-25,69.77652836257572,71.51131044878024,68.1151846167137,70.74029541015625,2585800.0
2022-01-26,71.23594895854596,72.76879141941802,69.87749717702471,70.73111724853516,2659000.0
2022-01-27,71.29102767647268,72.56686760558097,70.00600707802438,70.36398315429688,2228700.0
2022-01-28,70.22629223217977,71.37363065642818,69.16155881313422,71.25430297851562,2305000.0
2022-01-31,70.45578064567168,71.82340648895857,70.42824563583638,71.73162078857422,2215200.0
2022-02-01,72.51178605126596,73.3195097546273,72.07120502947029,72.93400573730469,2457100.0
2022-02-02,72.5117887454076,73.72337784686452,72.4567187416862,73.42047882080078,2297400.0
2022-02-03,73.10840441322179,73.5489784382473,72.53014137652875,72.722900390625,1634800.0
2022-02-04,72.09874427556629,72.85139794846582,70.91469026524922,72.29149627685547,1805700.0
2022-02-07,72.8697688711055,74.0079268057097,72.67701682593214,73.35623931884766,2836400.0
2022-02-08,68.8770181014899,74.91660898229986,68.65673109448704,74.65959930419922,5428100.0
2022-02-09,75.03593942603781,77.45911782709514,74.53110767465145,74.70550537109375,4061200.0
2022-02-10,74.7330218665059,76.22915541218558,74.03544525909868,76.12818908691406,2852700.0
2022-02-11,76.20162085346507,77.34895920468611,75.32964650765612,75.78858184814453,2677500.0
2022-02-14,76.09149138254749,76.5320654488133,74.18231842126626,75.2562255859375,3162000.0
2022-02-15,76.18326972790965,77.57843014049091,76.0547683873876,77.42239379882812,2427400.0
2022-02-16,77.30306658568148,78.9276945407065,77.30306658568148,78.54219055175781,2594600.0
2022-02-17,77.80789937860115,78.25766108223323,77.04607198819181,77.33979034423828,2193800.0
2022-02-18,77.05523774806598,78.3494387172032,76.35766110077233,76.68809509277344,2034100.0
2022-02-21,77.05523774806598,78.3494387172032,76.35766110077233,76.68809509277344,2034100.0
2022-02-22,76.93590719264662,77.8354233891634,75.97214033943554,77.3214111328125,2214100.0
2022-02-23,77.63351571153619,78.31273815821108,76.75236056381776,77.18375396728516,2682300.0
2022-02-24,76.2750596116983,78.25766383689798,75.38472384405576,77.9822998046875,3450600.0
2022-02-25,78.42287711217936,80.13011722367412,78.11997809176624,80.08422088623047,2444100.0
2022-02-28,79.13881709445555,80.35958687122347,78.68906238825612,79.94654083251953,2798800.0
2022-03-01,79.6161024235015,80.10257277323684,78.21176137530772,79.0745620727539,2570200.0
2022-03-02,79.3958078304332,81.89241701213827,79.34073783468286,81.11222839355469,3393500.0
2022-03-03,81.35088769824561,81.80064943897922,79.4692567318161,79.92819213867188,2011000.0
2022-03-04,78.69823788507685,79.10210326490603,76.02723758494746,77.9822998046875,3960900.0
2022-03-07,77.87214027184669,77.89050160586785,71.21757825698788,71.36444091796875,5409500.0
2022-03-08,71.3736271865956,72.80550322955152,69.05141544925895,69.12483978271484,6094400.0
