,Open,High,Low,Close,Volume
2021-11-29,522.1367353297707,536.1431364644261,518.580136699805,530.5023193359375,2919100.0
2021-11-30,526.7927795471915,532.691695058988,512.3466249514257,515.6832885742188,4244200.0
2021-12-01,519.2398352146505,524.1636023815045,506.14176725532405,506.56243896484375,2877100.0
2021-12-02,495.73026114507866,507.5854557763128,491.45661172807587,502.4227294921875,3277500.0
2021-12-03,506.70581124084265,513.8858819229981,501.7151707787262,505.6923828125,2984400.0
2021-12-06,508.8663529142627,512.4993936457361,504.391969063459,509.7746276855469,2432900.0
2021-12-07,514.6028853698504,519.1442020544891,511.2184303637808,518.207275390625,2579800.0
2021-12-08,522.2131727782076,523.723716032593,502.46080360761607,506.8204650878906,3037500.0
2021-12-09,505.5679926521184,508.9429356680456,500.78765978219735,501.2944030761719,3200500.0
2021-12-10,511.2184708299339,536.6116012729713,511.12282914311106,534.2692260742188,6333600.0
2021-12-13,526.2572186655701,535.1581949740468,523.9052741930677,532.7393188476562,3415200.0
2021-12-14,532.0129273714055,532.6916974209406,513.9528123687543,521.3814697265625,3494400.0
2021-12-15,522.2131714881095,541.6021722709633,521.5630531864973,540.6365356445312,2937100.0
2021-12-16,539.9768804338707,541.659567131136,525.3108502069435,528.3511352539062,2683000.0
2021-12-17,525.1866531460965,532.02249616477,517.2130298792,523.5517578125,5752000.0
2021-12-20,518.3123985713652,525.0144348779799,514.3925487919923,524.4598999023438,2033600.0
2021-12-21,526.3147335733648,527.538526994529,512.5282676996294,521.4674682617188,2472800.0
2021-12-22,521.4196134068027,525.8366364849825,516.0847453739806,525.5211181640625,1454500.0
2021-12-23,527.5002975969337,528.3320710615131,523.4370136145009,526.1904907226562,1757800.0
2021-12-24,527.5002975969337,528.3320710615131,523.4370136145009,526.1904907226562,1757800.0
2021-12-27,527.3090354352753,540.8851949855582,527.2134521015406,538.7149047851562,2262900.0
2021-12-28,538.6765126122812,541.7455069223414,536.0664698784501,539.8333740234375,1155000.0
2021-12-29,541.516242995359,546.3825901867134,538.7436260151205,542.8260498046875,1753000.0
2021-12-30,544.5087077406198,544.8433077515707,537.663237338693,539.1355590820312,1338700.0
2021-12-31,538.6573488988653,543.2847359861317,534.4698317199686,542.7589111328125,1509200.0
2022-01-03,540.206436893711,542.5391838008798,531.1046625392846,541.8126220703125,2714100.0
2022-01-04,539.44140625,543.7341356864397,537.1086015536737,539.44140625,2097500.0
2022-01-05,538.9250625518695,540.2252988297635,525.616634820163,525.760009765625,2887500.0
2022-01-06,522.203569449814,529.2019837077341,519.6699697112113,525.6453857421875,2503100.0
2022-01-07,523.4943764597241,524.2783582558238,510.76912939926575,512.6239013671875,2323900.0
2022-01-10,506.0364843234294,507.107274278065,486.15988014262086,496.0073547363281,4916800.0
2022-01-11,496.00735461500983,499.5161027984722,487.8712474562394,499.0954895019531,2457300.0
2022-01-12,499.09555813632977,506.7440922071925,499.07641812797374,502.69989013671875,1729500.0
2022-01-13,504.4590086464754,505.80703691378244,492.59418913742957,494.1717224121094,2428100.0
2022-01-14,489.0950361882624,490.44306452509943,479.81160776182753,480.8919677734375,3872500.0
2022-01-17,489.0950361882624,490.44306452509943,479.81160776182753,480.8919677734375,3872500.0
2022-01-18,472.73669192536397,473.32944856042883,465.47057979075873,466.62744140625,3801900.0
2022-01-19,468.36751337278366,474.43851336509374,465.7000792030718,468.6256408691406,2709400.0
2022-01-20,469.1896635500586,477.9185558968282,460.67110701321724,461.6080627441406,2893700.0
2022-01-21,460.74764040637103,472.8800990256761,460.17399459644105,460.45123291015625,3295600.0
2022-01-24,454.6574644025534,468.4439577470947,448.40480978477007,467.42095947265625,4412600.0
2022-01-25,458.81637051620777,461.4360129261666,451.61718994973813,456.3497314453125,3076800.0
2022-01-26,462.00001505159787,472.1725472140195,457.73593754885366,462.2294616699219,3074900.0
2022-01-27,465.5279134551853,474.0082186498593,459.20829871229404,461.3211975097656,2372300.0
2022-01-28,462.48770680599097,471.0827664778089,454.99214720604635,470.7959289550781,1918500.0
2022-01-31,470.3847978202162,484.17129192747154,469.0749911612468,482.9379577636719,2480700.0
2022-02-01,482.8136617377906,487.2880466896718,475.10776681727117,486.0738525390625,2347200.0
2022-02-02,488.6551577814489,500.96929954862134,487.9189970455028,499.08587646484375,2547600.0
2022-02-03,493.9631850260201,504.07454809211697,492.3641502322075,499.60296630859375,2665100.0
2022-02-04,496.0984489623531,499.82319908895255,489.09901148137845,497.6879577636719,2387400.0
2022-02-07,499.1529124360378,499.8231851006502,492.3832695634785,493.9727783203125,1863600.0
2022-02-08,493.972766156395,501.154133581577,488.8117427407226,499.0093078613281,1462000.0
2022-02-09,505.56831319506796,511.54320209117907,503.34686965433787,506.3630676269531,2256700.0
2022-02-10,498.7412048521093,502.18823804273245,492.8812133627773,496.4527282714844,2558900.0
2022-02-11,496.37618224333187,499.2008069183685,485.8243401029856,488.0170593261719,2349700.0
2022-02-14,487.3659408709547,489.7980391009142,480.1367085188802,485.0391845703125,1749600.0
2022-02-15,491.53120023278535,494.07816661747864,489.06079303590207,492.0865173339844,1984600.0
2022-02-16,489.75973143806203,492.6897273541332,480.3952283841152,490.631103515625,1770800.0
2022-02-17,487.9883029677961,496.1942193212284,485.48917185938114,493.1301574707031,2022800.0
2022-02-18,493.0153027754944,495.89743455847344,488.6490040346387,490.88958740234375,2154700.0
2022-02-21,493.0153027754944,495.89743455847344,488.6490040346387,490.88958740234375,2154700.0
2022-02-22,488.33299443818987,492.71843259517317,476.996012348348,480.84521484375,2451800.0
2022-02-23,481.5729518961209,486.3892547322869,473.75962022242294,474.21923828125,2021400.0
2022-02-24,462.73862553634757,485.029591005993,462.46096700827997,484.1007995605469,2859800.0
2022-02-25,486.9733828329886,496.23257366879454,483.7848680099536,495.5048522949219,2003000.0
2022-02-28,492.4503789542061,497.5539546843742,489.57783146844315,497.1900939941406,2408900.0
